1787814120.845916889 69678	14094	380000	0  
1787814121.388616319 69678	14094	380000	0  
1787814121.900741824 70411	15557	420000	0  
1787814122.410114384 70411	15557	420000	0  
1787814122.940881118 70411	15558	420000	0  
1787814123.466550019 71143	16288	440000	0  
1787814123.989209087 71143	16288	440000	0  
1787814124.628418699 71143	16288	440000	0  
1787814125.144539580 71143	16289	440000	0  
1787814125.699511548 72610	17020	460000	0  
1787814126.393069881 72610	17021	460000	0  
1787814126.903355279 73343	17751	480000	0  
1787814127.457303036 73343	17752	480000	0  
1787814128.020478045 73343	18483	500000	0  
1787814128.582396871 73343	18483	500000	0  
1787814129.131457344 74076	19215	520000	0  
1787814129.657466017 74076	19215	520000	0  
1787814130.196556459 74076	19215	520000	0  
1787814130.761695760 74812	19945	540000	0  
1787814131.281166216 74812	19946	540000	0  
1787814131.790360760 75642	20677	560000	0  
1787814132.300517541 75642	20678	560000	0  
1787814132.825450826 76278	21408	580000	0  
1787814133.494523409 76278	21409	580000	0  
1787814134.018320991 76794	22140	600000	0  
1787814134.562518392 76794	22140	600000	0  
1787814135.090439681 77510	22871	620000	0  
1787814135.635526110 77510	22871	620000	0  
1787814136.178256768 77747	23684	640000	0  
1787814136.692338654 77747	23685	640000	0  
1787814137.236204138 78232	24528	660000	0  
1787814137.768828557 78232	24528	660000	0  
1787814138.280792605 78480	25797	700000	0  
1787814138.792520646 78480	25797	700000	0  
1787814139.308537226 78480	25797	700000	0  
1787814139.824506237 79214	26528	720000	0  
1787814140.685504887 79214	26529	720000	0  
1787814141.210341790 80459	27341	740000	0  
1787814141.737016142 80459	27342	740000	0  
1787814142.256244662 80459	28722	780000	0  
1787814142.805159396 80459	28722	780000	0  
1787814143.316660661 80459	29453	800000	0  
1787814143.852362719 80459	29454	800000	0  
1787814144.398475187 80459	29454	800000	0  
1787814144.926357304 80459	30915	840000	0  
1787814145.483381533 80459	30916	840000	0  
1787814146.022550053 80459	31646	860000	0  
1787814146.597371061 80459	31647	860000	0  
1787814147.182560980 80459	33108	900000	0  
1787814147.730140025 80459	33108	900000	0  
1787814148.242492532 80459	33109	900000	0  
1787814148.805465886 80459	33956	920000	0  
1787814149.356344566 80459	33957	920000	0  
1787814149.882307877 80459	35302	960000	0  
1787814150.411351767 80459	35302	960000	0  
1787814151.138551621 80459	35303	960000	0  
1787814151.655349770 80459	36764	1000000	0  
1787814152.228550801 80459	36764	1000000	0  
1787814152.816049919 80459	37495	1020000	0  
1787814153.325252404 80459	38226	1040000	0  
1787814153.836588288 80459	38227	1040000	0  
1787814154.385540187 80459	38958	1060000	0  
1787814154.936360413 80459	39689	1080000	0  
1787814155.519227564 80459	41151	1120000	0  
1787814156.033538106 80459	41151	1120000	0  
1787814156.644386637 80459	41882	1140000	0  
1787814157.202393688 80459	41883	1140000	0  
1787814157.724090451 80459	41883	1140000	0  
1787814158.242196350 80459	41883	1140000	0  
1787814158.751741340 80459	41883	1140000	0  
1787814159.276292383 80459	41883	1140000	0  
1787814159.832523445 80459	41883	1140000	0  
1787814160.361504537 80459	41883	1140000	0  
1787814160.882609280 80459	41883	1140000	0  
1787814161.403127231 80459	41883	1140000	0  
1787814161.923536175 80459	41883	1140000	0  
1787814162.477457756 80459	41883	1140000	0  
1787814163.103272351 80459	41883	1140000	0  
1787814163.613020233 80459	41883	1140000	0  
1787814164.203568384 80459	41883	1140000	0  
1787814164.724310964 80459	41883	1140000	0  
1787814165.243322079 80459	41883	1140000	0  
1787814165.784355794 80459	41883	1140000	0  
1787814166.337533568 80459	41883	1140000	0  
1787814166.855559084 80459	41883	1140000	0  
1787814167.401537897 80459	41883	1140000	0  
1787814167.979504643 80459	41883	1140000	0  
1787814168.505756074 80459	41883	1140000	0  
1787814169.023447097 80459	41883	1140000	0  
1787814169.533536374 80459	41883	1140000	0  
1787814170.055359090 80459	41883	1140000	0  
1787814170.625433060 80459	41883	1140000	0  
1787814171.155363196 80459	41883	1140000	0  
1787814171.677483910 80459	41883	1140000	0  
1787814172.240762914 80459	41883	1140000	0  
1787814172.810532809 80459	41883	1140000	0  
1787814173.382030554 80459	41883	1140000	0  
1787814173.898427086 80459	41883	1140000	0  
1787814174.407450655 80459	41883	1140000	0  
1787814174.978524787 80459	41883	1140000	0  
1787814175.529473012 80459	41883	1140000	0  
1787814176.074521969 80459	41883	1140000	0  
1787814176.644375137 80459	41883	1140000	0  
1787814177.214520870 80459	41883	1140000	0  
1787814177.740428700 80459	41883	1140000	0  
1787814178.264193672 80459	41883	1140000	0  
1787814178.783133277 80459	41883	1140000	0  
1787814179.297794252 80459	41883	1140000	0  
1787814179.825773885 80459	41883	1140000	0  
1787814180.373653922 80459	41883	1140000	0  
1787814180.900332848 80459	41883	1140000	0  
1787814181.429614476 80459	41883	1140000	0  
1787814181.966337778 80459	41883	1140000	0  
1787814182.495499098 80459	41883	1140000	0  
1787814183.013408471 80459	41883	1140000	0  
1787814183.542464403 80459	41883	1140000	0  
1787814184.096494557 80459	41883	1140000	0  
1787814184.618488625 80459	41883	1140000	0  
1787814185.137267873 80459	41883	1140000	0  
1787814185.663507671 98490	42613	1160000	0  
1787814186.220505049 98490	42614	1160000	0  
1787814186.738082948 98490	42614	1160000	0  
1787814187.249514612 98490	43345	1180000	0  
1787814187.774337504 98490	43345	1180000	0  
1787814188.320630707 98490	43345	1180000	0  
1787814188.839477046 98490	44075	1200000	0  
1787814189.357066650 98490	44076	1200000	0  
1787814189.916692462 98490	44806	1220000	0  
1787814190.461363249 98490	44806	1220000	0  
1787814191.018497272 98490	44807	1220000	0  
1787814191.543217133 98490	44807	1220000	0  
1787814192.052484213 98490	45717	1240000	0  
1787814192.603449219 98490	45717	1240000	0  
1787814193.148132793 98490	45717	1240000	0  
1787814193.690522955 98490	46268	1260000	0  
1787814194.267164910 98490	46269	1260000	0  
1787814194.805740312 98490	46269	1260000	0  
1787814195.323492060 98490	46269	1260000	0  
1787814195.841742545 98490	47002	1280000	0  
1787814196.377127604 98490	47002	1280000	0  
1787814196.886396503 98490	47732	1300000	0  
1787814197.439315474 98490	47732	1300000	0  
1787814197.974597278 98490	47733	1300000	0  
1787814198.553514136 98490	47733	1300000	0  
1787814199.098496644 98490	48464	1320000	0  
1787814199.618261529 98490	48990	1320000	0  
1787814200.247731181 98490	49145	1320000	0  
1787814200.816532652 98490	49145	1320000	0  
1787814201.363841218 98490	49272	1340000	0  
1787814201.873365788 98490	49272	1340000	0  
1787814202.435498653 98490	49272	1340000	0  
1787814203.016532975 98490	49272	1340000	0  
1787814203.571349625 98490	49272	1340000	0  
1787814204.139344728 98490	49272	1340000	0  
1787814204.655497482 98490	49272	1340000	0  
1787814205.216355180 98490	49272	1340000	0  
1787814205.733584187 101226	49932	1360000	0  
1787814206.245969762 101226	49932	1360000	0  
1787814206.755207432 101226	49933	1360000	0  
1787814207.283490362 101226	49933	1360000	0  
1787814207.842422959 101226	49933	1360000	0  
1787814208.362520694 101226	49933	1360000	0  
1787814208.907490650 103428	50657	1380000	0  
1787814209.480014656 103428	50657	1380000	0  
1787814210.036497366 103428	50657	1380000	0  
1787814210.553533041 103428	50657	1380000	0  
1787814211.070962104 103428	50657	1380000	0  
1787814211.580927490 103428	50657	1380000	0  
1787814212.154430628 103428	50657	1380000	0  
1787814212.680759335 103428	50657	1380000	0  
1787814213.260332587 103428	50657	1380000	0  
1787814213.814144060 103428	50657	1380000	0  
1787814214.331505838 106935	51389	1400000	0  
1787814214.899230912 106935	51389	1400000	0  
1787814215.429126031 106935	51389	1400000	0  
1787814215.956329752 106935	51389	1400000	0  
1787814216.467065206 106935	51389	1400000	0  
1787814217.078493365 106935	51389	1400000	0  
1787814217.625311569 106935	51389	1400000	0  
1787814218.148364344 106935	51389	1400000	0  
1787814218.681714975 106935	51389	1400000	0  
1787814219.199338486 106935	51389	1400000	0  
1787814219.729521546 106935	51389	1400000	0  
1787814220.281134553 106935	51389	1400000	0  
1787814220.796600580 106935	51389	1400000	0  
1787814221.305975295 106935	51389	1400000	0  
1787814221.829536198 106935	51389	1400000	0  
1787814222.348066363 114270	52121	1420000	0  
1787814222.858160455 114270	52121	1420000	0  
1787814223.376746146 114270	52121	1420000	0  
1787814223.906929061 114270	52121	1420000	0  
1787814224.459491034 114270	52121	1420000	0  
1787814225.024510033 114270	52121	1420000	0  
1787814225.601489385 114270	52121	1420000	0  
1787814226.144329006 114270	52121	1420000	0  
1787814226.671974667 114270	52121	1420000	0  
1787814227.185180591 116233	52851	1440000	0  
1787814227.695517048 116233	52851	1440000	0  
1787814228.213505620 116233	52852	1440000	0  
1787814228.739783217 116233	52852	1440000	0  
1787814229.303499639 116233	52852	1440000	0  
1787814229.872503557 116233	52852	1440000	0  
1787814230.391544008 116233	52852	1440000	0  
1787814230.914536151 116233	53591	1460000	0  
1787814231.434359690 116233	53591	1460000	0  
1787814231.995707017 116233	53591	1460000	0  
1787814232.504845565 116233	53591	1460000	0  
1787814233.273492689 116233	53591	1460000	0  
1787814233.841330088 116233	53591	1460000	0  
1787814234.394481200 116233	53591	1460000	0  
1787814234.971301000 116233	53591	1460000	0  
1787814235.553061208 116233	53591	1460000	0  
1787814236.361558258 116233	53591	1460000	0  
1787814236.917543472 122516	54315	1480000	0  
1787814237.471998714 122516	54315	1480000	0  
1787814237.982515794 122516	54315	1480000	0  
1787814238.564361178 122516	54315	1480000	0  
1787814239.137341564 122516	54315	1480000	0  
1787814239.653521675 122516	54315	1480000	0  
1787814240.170540820 122516	54315	1480000	0  
1787814240.716496110 122516	54315	1480000	0  
1787814241.232334234 122516	54315	1480000	0  
1787814241.757960778 122516	54315	1480000	0  
1787814242.272175832 126058	55046	1500000	0  
1787814242.782334026 126058	55047	1500000	0  
1787814243.299536291 126058	55047	1500000	0  
1787814243.857327541 126058	55047	1500000	0  
1787814244.414503535 126058	55779	1520000	0  
1787814244.990575726 126058	55779	1520000	0  
1787814245.553458453 126058	56510	1540000	0  
1787814246.109472893 126058	56510	1540000	0  
1787814246.631129136 126058	56510	1540000	0  
1787814247.144226233 126058	57400	1560000	0  
1787814247.653441451 126058	57400	1560000	0  
1787814248.215372133 126058	57400	1560000	0  
1787814248.791273485 126058	57972	1580000	0  
1787814249.310676444 126058	57972	1580000	0  
1787814249.850534249 126058	57973	1580000	0  
1787814250.401378420 126058	57973	1580000	0  
1787814250.920525454 126058	58705	1600000	0  
1787814251.493883742 126058	58705	1600000	0  
1787814252.008028371 126058	59436	1620000	0  
1787814252.517718236 126058	59436	1620000	0  
1787814253.114477023 126058	59437	1620000	0  
1787814253.667332865 126058	59437	1620000	0  
1787814254.191370957 126058	59437	1620000	0  
1787814254.733153521 126058	60449	1640000	0  
1787814255.258474108 126058	60449	1640000	0  
1787814255.780418447 126058	60899	1660000	0  
1787814256.322287217 126058	60900	1660000	0  
1787814256.843961484 126058	60900	1660000	0  
1787814257.356484410 126058	61754	1680000	0  
1787814257.921530326 126058	61754	1680000	0  
1787814258.451367780 126058	62208	1680000	0  
1787814259.010388129 126058	62208	1680000	0  
1787814259.560146248 126058	62209	1680000	0  
1787814260.125529166 126058	62209	1680000	0  
1787814260.640490334 126058	62209	1680000	0  
1787814261.165510756 126058	62209	1680000	0  
1787814261.745584182 126058	62209	1680000	0  
1787814262.262402937 126058	62209	1680000	0  
1787814262.771440744 126058	62209	1680000	0  
1787814263.297344455 126058	62209	1680000	0  
1787814263.809845987 126058	62209	1680000	0  
1787814264.318242598 126058	62209	1680000	0  
1787814264.827122487 126058	62209	1680000	0  
1787814265.336662448 126058	62209	1680000	0  
1787814265.846274878 126058	62209	1680000	0  
1787814266.354848707 126058	62209	1680000	0  
1787814266.863604472 126058	62209	1680000	0  
1787814267.373260326 126058	62209	1680000	0  
1787814267.881793689 126058	62209	1680000	0  
1787814268.390186827 126058	62209	1680000	0  
1787814268.898522447 126058	62209	1680000	0  
1787814269.406737698 126058	62209	1680000	0  
1787814269.915505438 126058	62209	1680000	0  
1787814270.423866547 126058	62209	1680000	0  
1787814270.932358886 126058	62209	1680000	0  
1787814271.440826578 126058	62209	1680000	0  
1787814271.948977399 126058	62209	1680000	0  
1787814272.458655530 126058	62209	1680000	0  
1787814272.969234080 126058	62209	1680000	0  
1787814273.478292786 126058	62209	1680000	0  
1787814273.987422267 126058	62209	1680000	0  
1787814274.496643623 126058	62209	1680000	0  
1787814275.005568887 126058	62209	1680000	0  
1787814275.514580345 126058	62209	1680000	0  
1787814276.024116770 126058	62209	1680000	0  
1787814276.534680035 126058	62209	1680000	0  
1787814277.044446888 126058	62209	1680000	0  
1787814277.553360092 126058	62209	1680000	0  
1787814278.062344981 126058	62209	1680000	0  
1787814278.572151081 126058	62209	1680000	0  
1787814279.082514258 126058	62209	1680000	0  
1787814279.591024849 126058	62209	1680000	0  
1787814280.098592811 126058	62209	1680000	0  
